Municipality Name,Email,Phone,Website
"Pelham	P. O. Box 1419 Pelham, AL 35124	(205) 620-6400	www.pelhamalabama.gov	mayor@pelhamalabama.gov","mayor@pelhamalabama.gov","(205) 620-6400","www.pelhamalabama.gov"
"Pell City	1905 First Ave., N. Pell City, AL 35125	(205) 338-2244	www.pell-city.com	spruitt@pellcity.gov","spruitt@pellcity.gov","(205) 338-2244","www.pell-city.com"
"Pennington	P. O. Box 40 Pennington, AL 36916	(205) 654-2688	www.towofpennington.com	tcherry@tds.net","tcherry@tds.net","(205) 654-2688","www.towofpennington.com"
"Perdido Beach	9212 Co. Rd 97 Perdido Beach, AL 36530	(251) 962-2200	www.townofperdidobeach.org	clerk@townofperdidobeach.org","clerk@townofperdidobeach.org","(251) 962-2200","www.townofperdidobeach.org"
"Petrey	82 School House Circle Luverne, AL 36049	(334) 268-6724		petreycc@gmail.com","petreycc@gmail.com","(334) 268-6724",""
"Phenix City	601 12th Street Phenix City, AL 36867	(334) 448-2727	www.phenixcityal.gov	mlee@phenixcityal.us","mlee@phenixcityal.us","(334) 448-2727","www.phenixcityal.gov"
"Phil Campbell	P. O. Box 489 Phil Campbell, AL 35581	(205) 993-5313	www.philcampbellal.com	clerkpc@ymail.com","clerkpc@ymail.com","(205) 993-5313","www.philcampbellal.com"
"Pickensville	16831 Hwy. 14 Pickensville, AL 35447	(205) 373-2068		ttown012@centurytel.net","ttown012@centurytel.net","(205) 373-2068",""
"Piedmont	P. O. Box 112 Piedmont, AL 36272	(256) 447-3560	www.piedmontcity.org	carl.hinton@piedmontcity.org","carl.hinton@piedmontcity.org","(256) 447-3560","www.piedmontcity.org"
"Pike Road	P. O. Box 640339 Pike Road, AL 36064	(334) 272-9883	www.pikeroad.us	townclerk@pikeroad.us","townclerk@pikeroad.us","(334) 272-9883","www.pikeroad.us"
"Pinckard	P. O. Box 202 Pinckard, AL 36371	(334) 983-3517		pinckardclerk@tryoycable.net","pinckardclerk@tryoycable.net","(334) 983-3517",""
"Pine Apple	P. O. Box 8 Pine Apple, AL 36768	(251) 746-2514		townofpineapple@yahoo.com","townofpineapple@yahoo.com","(251) 746-2514",""
"Pine Hill	P. O. Drawer 397 Pine Hill, AL 36769	(334) 963-4351		townclerkph@pinebelt.net","townclerkph@pinebelt.net","(334) 963-4351",""
"Pine Level	121 County Road 40, E Pine Level, AL 36066	(334) 310-2913	https://www.pinelevelal.gov	townclerk@pinelevelal.gov","townclerk@pinelevelal.gov","(334) 310-2913","https://www.pinelevelal.gov"
"Pine Ridge	58 Municipal Drive Fort Payne, AL 35968	(256) 845-1183","","(256) 845-1183",""
"Pinson	P. O. Box 1599 Pinson, AL 35126	(205) 680-5556	www.pinsonal.gov	hlind@pinsonal.gov","hlind@pinsonal.gov","(205) 680-5556","www.pinsonal.gov"
"Pisgah	P. O. Box 2 Pisgah, AL 35765	(256) 451-3232		pisgahtownhall@farmerstel.com","pisgahtownhall@farmerstel.com","(256) 451-3232",""
"Pleasant Grove	501 Park Road Pleasant Grove, AL 35127	(205) 744-1720	www.cityofpg.com	pgcityclerk@cityofpg.net","pgcityclerk@cityofpg.net","(205) 744-1720","www.cityofpg.com"
"Pleasant Groves	3973 County Rd. 8 Pleasant Groves, AL 35776	(256) 587-6870		townofpleasantgroves@gmail.com","townofpleasantgroves@gmail.com","(256) 587-6870",""
"Powell	110 Broad St., N. Fyffe, AL 35971	(256) 638-4283		townofpowell@farmerstel.com","townofpowell@farmerstel.com","(256) 638-4283",""
"Prattville	101 W. Main St. Prattville, AL 36067	(334) 595-0103	www.prattvilleal.gov	paula.barlow@prattvilleal.gov","paula.barlow@prattvilleal.gov","(334) 595-0103","www.prattvilleal.gov"
"Priceville	242 Marco Drive Priceville, AL 35603	(256) 355-5476	www.cityofpriceville.com	shannonweissend@cityofpriceville.com","shannonweissend@cityofpriceville.com","(256) 355-5476","www.cityofpriceville.com"
"Prichard	P. O. Box 10427 Prichard, AL 36610	(251) 452-7857	thecityofprichard.org	cityclerk@thecityofprichard.org","cityclerk@thecityofprichard.org","(251) 452-7857",""
"Providence	P. O. Box 581 Linden, AL 36748	(334) 295-8419","","(334) 295-8419",""
"Ragland	220 Fredia St., Suite 102 Ragland, AL 35131	(205) 472-0400		penny.owens@townofragland.org","penny.owens@townofragland.org","(205) 472-0400",""
"Rainbow City	3700 Rainbow Dr. Rainbow City, AL 35906	(256) 413-1217	rbcalabama.com	cityclerk@rbcalabama.com","cityclerk@rbcalabama.com","(256) 413-1217",""
"Rainsville	P. O. Box 309 Rainsville, AL 35986	(256) 638-6331	www.rainsvillealabama.com	cityclerk10@farmerstel.com","cityclerk10@farmerstel.com","(256) 638-6331","www.rainsvillealabama.com"
"Ranburne	21495 Main Street Ranburne, AL 36273	(256) 568-3483	www.ranburnealabama.com	Clerk@ranburnealabama.com","Clerk@ranburnealabama.com","(256) 568-3483","www.ranburnealabama.com"
"Red Bay	P. O. Box 2002 Red Bay, AL 35582	(256) 356-4473	www.cityofredbay.org	clerk@redbay-al.gov","clerk@redbay-al.gov","(256) 356-4473","www.cityofredbay.org"
"Red Level	P. O. Box 236 Red Level, AL 36474	(334) 469-5351		townofredlevel1@gmail.com","townofredlevel1@gmail.com","(334) 469-5351",""
"Reece City	1023 Valley Drive Attalla, AL 35954	(256) 538-6521		rcityclerk@comcast.net","rcityclerk@comcast.net","(256) 538-6521",""
"Reform	P. O. Box 489 Reform, AL 35481	(205) 375-6363	www.cityofreform.com	cityofreform@nctv.com","cityofreform@nctv.com","(205) 375-6363","www.cityofreform.com"
"Rehobeth	221 Malvern Road Rehobeth, AL 36301	(334) 671-5829	www.rehobethal.com	townhall@rehobethal.com","townhall@rehobethal.com","(334) 671-5829","www.rehobethal.com"
"Repton	P. O. Box 35 Repton, AL 36475	(251) 248-2370	www.reptonalabama.com	townofrepton@frontiernet.net","townofrepton@frontiernet.net","(251) 248-2370","www.reptonalabama.com"
"Ridgeville	P. O. Box 423 Attalla, AL 35954	(256) 538-8968","","(256) 538-8968",""
"River Falls	P.O. Box 99 River Falls, AL 36476	(334) 222-3510		slee@riverfallsal.com","slee@riverfallsal.com","(334) 222-3510",""
"Riverside	379 Depot St. Riverside, AL 35135	(205) 338-7692	www.riverside-al.com	riversideclerk@riverside-al.com","riversideclerk@riverside-al.com","(205) 338-7692","www.riverside-al.com"
"Riverview	P. O. Box 2368 Brewton, AL 36427	(251) 867-5378		townofriverview@gmail.com","townofriverview@gmail.com","(251) 867-5378",""
"Roanoke	P. O. Box 1270 Roanoke, AL 36274	(334) 863-4129	www.roanokealabama.org	city@roanokealabama.org","city@roanokealabama.org","(334) 863-4129","www.roanokealabama.org"
"Robertsdale	P. O. Box 429 Robertsdale, AL 36567	(251) 947-8900	www.robertsdale.org	shannonburkett@robertsdale.org","shannonburkett@robertsdale.org","(251) 947-8900","www.robertsdale.org"
"Rockford	P. O. Box 128 Rockford, AL 35136	(256) 377-4911		townclerk@rockfordal.net","townclerk@rockfordal.net","(256) 377-4911",""
"Rogersville	P. O. Box 540 Rogersville, AL 35652	(256) 247-5446	www.visitrogersvilleal.com	m.michael@townofrogersvilleal.com","m.michael@townofrogersvilleal.com","(256) 247-5446","www.visitrogersvilleal.com"
"Rosa	P. O. Box 1454 Oneonta, AL 35121	 		townofrosa.clerk@gmail.com","townofrosa.clerk@gmail.com","",""
"Russellville	P. O. Box 1000 Russellville, AL 35653	(256) 332-6060	http://russellvilleal.org	belinda.jmiller@yahoo.com","belinda.jmiller@yahoo.com","(256) 332-6060","http://russellvilleal.org"
"Rutledge	P. O. Box 85 Rutledge, AL 36071	(334) 335-6624	www.rutledge-al.com	rutledgetownhall@centurytel.net","rutledgetownhall@centurytel.net","(334) 335-6624","www.rutledge-al.com"
"Saint Florian	83 Saint Florian Rd Florence, AL 35630	(256) 767-3690	townofsaintflorianal.com	clerk@townofstflorianal.com","clerk@townofstflorianal.com","(256) 767-3690",""
"Samson	16 E. Main St. Samson, AL 36477	(334) 898-7541	cityofsamson.com	cityofsamson@centurytel.net","cityofsamson@centurytel.net","(334) 898-7541",""
"Sand Rock	1925 Sand Rock Ave. Sand Rock, AL 35983	(256) 523-5898	www.sandrock-al.org	clerk@sandrock-al.org","clerk@sandrock-al.org","(256) 523-5898","www.sandrock-al.org"
"Sanford	P. O. Box 248 Andalusia, AL 36420	(334) 222-0380		robin.bowers@cov.k12.al.us","robin.bowers@cov.k12.al.us","(334) 222-0380",""
"Saraland	727 Saraland Blvd. S. Saraland, AL 36571	(251) 675-5103	www.saraland.org	jsmith@saraland.org","jsmith@saraland.org","(251) 675-5103","www.saraland.org"
"Sardis City	1335 Sardis Drive Sardis City, AL 35956	(256) 593-6492		lstephens@sardiscityal.gov","lstephens@sardiscityal.gov","(256) 593-6492",""
"Satsuma	P. O. Box 517 Satsuma, AL 36572	(251) 675-1440	www.cityofsatsuma.com	jjones@cityofsatsuma.com","jjones@cityofsatsuma.com","(251) 675-1440","www.cityofsatsuma.com"
"Scottsboro	316 S. Broad St. Scottsboro, AL 35768	(256) 912-0502	cityofscottsboro.com	wphillips@cityofscottsboro.com","wphillips@cityofscottsboro.com","(256) 912-0502",""
"Section	P. O. Box 310 Section, AL 35771	(256) 228-3280		sectional@farmerstel.com","sectional@farmerstel.com","(256) 228-3280",""
"Selma	P. O. Box 450 Selma, AL 36702	(334) 874-2102	www.selma-al.gov	iharrison@selma-al.gov","iharrison@selma-al.gov","(334) 874-2102","www.selma-al.gov"
"Semmes	P. O. Box 1757 Semmes, AL 36575	(251) 649-8811	www.cityofsemmesal.gov	debbie@cityofsemmesal.gov","debbie@cityofsemmesal.gov","(251) 649-8811","www.cityofsemmesal.gov"
"Sheffield	P. O. Box 380 Sheffield, AL 35660	(256) 383-0250	www.sheffieldalabama.org	lelledge@sheffieldalabama.org","lelledge@sheffieldalabama.org","(256) 383-0250","www.sheffieldalabama.org"
"Shiloh	P. O. Box 924 Rainsville, AL 35986	(205) 623-1094		mayor@townofshiloh.com","mayor@townofshiloh.com","(205) 623-1094",""
"Shorter	P. O. Box 117 Shorter, AL 36075	(334) 727-9190	www.shorteral.gov	gdavis@shorteral.gov","gdavis@shorteral.gov","(334) 727-9190","www.shorteral.gov"
"Silas	P. O. Box 147 Silas, AL 36919	(251) 542-9505		townsilas@gmail.com","townsilas@gmail.com","(251) 542-9505",""
"Silverhill	P.O. Box 309 Silverhill, AL 36576	(251) 945-5198	www.silverhillalabama.com	townclerk@townofsilverhill.org","townclerk@townofsilverhill.org","(251) 945-5198","www.silverhillalabama.com"
"Skyline	52 Green River Drive Scottsboro, AL 35768	(256) 587-3335		townofskyline23@yahoo.com","townofskyline23@yahoo.com","(256) 587-3335",""
"Slocomb	P. O. Box 1147 Slocomb, AL 36375	(334) 886-2955	www.cityofslocomb.org	cityclerk@slocombal.org","cityclerk@slocombal.org","(334) 886-2955","www.cityofslocomb.org"
"Smiths Station	P. O. Box 250 Smiths Station, AL 36877	(334) 297-8771	www.smithsstational.gov	cyndifarmer@smithsstational.gov","cyndifarmer@smithsstational.gov","(334) 297-8771","www.smithsstational.gov"
"Snead	P. O. Box 505 Snead, AL 35952	(205) 466-3200		townclerk@townofsnead.com","townclerk@townofsnead.com","(205) 466-3200",""
"Somerville	P. O. Box 153 Somerville, AL 35670	(256) 778-8282	www.townofsomerville.org	townofsomerville@aol.com","townofsomerville@aol.com","(256) 778-8282","www.townofsomerville.org"
"South Vinemont	P. O. Box 130 Vinemont, AL 35179	(256) 737-5411	www.townofsouthvinemont.com	info@townofsouthvinemont.comm","info@townofsouthvinemont.comm","(256) 737-5411","www.townofsouthvinemont.com"
"Southside	2255 Highway 77 Southside, AL 35907	(256) 442-9775	www.cityofsouthside.com	cityclerk@cityofsouthside.com","cityclerk@cityofsouthside.com","(256) 442-9775","www.cityofsouthside.com"
"Spanish Fort	7361 Spanish Fort Boulevard Spanish Fort, AL 36527	(251) 626-4884	cityofspanishfort.com	cityclerk@cityofspanishfort.com","cityclerk@cityofspanishfort.com","(251) 626-4884",""
"Springville	P. O. Box 919 Springville, AL 35146	(205) 467-6133	www.springvillealabama.org	cityclerk@cityofspringville.com","cityclerk@cityofspringville.com","(205) 467-6133","www.springvillealabama.org"
"Steele	P. O. Box 425 Steele, AL 35987	(256) 538-8145	www.townofsteele.org	clerk@townofsteele.org","clerk@townofsteele.org","(256) 538-8145","www.townofsteele.org"
"Stevenson	104 Kentucky Ave. Stevenson, AL 35772	(256) 437-3000	www.cityofstevensonalabama.com	s3572@aol.com","s3572@aol.com","(256) 437-3000","www.cityofstevensonalabama.com"
"Sulligent	P. O. Box 365 Sulligent, AL 35586	(205) 698-9111		brad@sulligent.org","brad@sulligent.org","(205) 698-9111",""
"Sumiton	P. O. Box 10 Sumiton, AL 35148	(205) 648-3261	https://thecityofsumiton.org	cityclerk@cityofsumiton.org","cityclerk@cityofsumiton.org","(205) 648-3261","https://thecityofsumiton.org"
"Summerdale	502 W. Lee Avenue Summerdale, AL 36580	(251) 989-6202	summerdalealabama.com	townclerk@summerdaleal.com","townclerk@summerdaleal.com","(251) 989-6202",""
"Susan Moore	39989 State Hwy 75 Altoona, AL 35952	(205) 466-7400		smtownhall21@yahoo.com","smtownhall21@yahoo.com","(205) 466-7400",""
"Sweet Water	P. O. Box 33 Sweet Water, AL 36782	(334) 994-4120	townofsweetwater.com	townofsweetwater@pinebelt.net","townofsweetwater@pinebelt.net","(334) 994-4120",""
"Sylacauga	P. O. Box 390 Sylacauga, AL 35150	(256) 401-2400	www.cityofsylacauga.net	splexico@sylacaugaal.gov","splexico@sylacaugaal.gov","(256) 401-2400","www.cityofsylacauga.net"
"Sylvan Springs	100 Rock Creek Rd Sylvan Springs, AL 35118	(205) 491-3210	https://sylvanspringsal.com/	mkinder@sylvanspringsal.org","mkinder@sylvanspringsal.org","(205) 491-3210","https://sylvanspringsal.com"
"Sylvania	P. O. Box 150 Sylvania, AL 35988	(256) 638-2604	www.sylvaniaalabama.com	clerk@sylvaniaalabama.com","clerk@sylvaniaalabama.com","(256) 638-2604","www.sylvaniaalabama.com"
"Talladega	P.O. Box 498 Talladega, AL 35161	(256) 362-8186	www.talladega.com	jmedlen@talladega.com","jmedlen@talladega.com","(256) 362-8186","www.talladega.com"
"Talladega Springs	40 Granberry Drive Sylacauga, AL 35151	(256) 249-0802		mv7535@yahoo.com","mv7535@yahoo.com","(256) 249-0802",""
"Tallassee	3 Freeman Ave. Tallassee, AL 36078	(334) 283-6571	www.tallassee-al.gov	cityclerk@tallassee-al.gov","cityclerk@tallassee-al.gov","(334) 283-6571","www.tallassee-al.gov"
"Tarrant	1604 Pinson Valley Parkway Tarrant, AL 35217	(205) 849-2800	www.cityoftarrant.com	clerk@cityoftarrant.com","clerk@cityoftarrant.com","(205) 849-2800","www.cityoftarrant.com"
"Taylor	1469 South State Highway 605 Taylor, AL 36301	(334) 677-5079		cityclerk@cityoftaylor.org","cityclerk@cityoftaylor.org","(334) 677-5079",""
"Test Company	PO Box 1270 Montgomery, AL 36102-1270	(334) 262-2566	www.almonline.org	almimistest@gmail.com","almimistest@gmail.com","(334) 262-2566","www.almonline.org"
"Thomaston	P. O. Box 276 Thomaston, AL 36783	(334) 627-3434	www.townofthomaston.com	thomastontot@frontiernet.net","thomastontot@frontiernet.net","(334) 627-3434","www.townofthomaston.com"
"Thomasville	P. O. Box 127 Thomasville, AL 36784	(334) 636-5827	www.thomasvilleal.com	ahuckabee@thomasvilleal.com","ahuckabee@thomasvilleal.com","(334) 636-5827","www.thomasvilleal.com"
"Thorsby	P. O. Box 608 Thorsby, AL 35171	(205) 646-3575	www.townofthorsby.org	crystal11@thorsbyal.com","crystal11@thorsbyal.com","(205) 646-3575","www.townofthorsby.org"
"Town Creek	P. O. Box 190 Town Creek, AL 35672	(256) 685-3344		tccityhall@bellsouth.net","tccityhall@bellsouth.net","(256) 685-3344",""
"Toxey	P. O. Box 318 Toxey, AL 36921	(251) 843-5222		townoftoxey@gmail.com","townoftoxey@gmail.com","(251) 843-5222",""
"Trafford	9239 E. Commercial Ave. Trafford, AL 35172	(205) 647-3751		traffordtownof@bellsouth.net","traffordtownof@bellsouth.net","(205) 647-3751",""
"Triana	640 Sixth St. Madison, AL 35756	(256) 772-0151	www.townoftriana.com	ttriana@bellsouth.net","ttriana@bellsouth.net","(256) 772-0151","www.townoftriana.com"
"Trinity	35 Preston Dr. Trinity, AL 35673	(256) 353-2474	www.trinityal.gov/	apatterson@trinityal.gov","apatterson@trinityal.gov","(256) 353-2474","www.trinityal.gov"
"Troy	P. O. Box 549 Troy, AL 36081	(334) 566-0177	www.troyal.gov	shannon.bryan@troyal.gov","shannon.bryan@troyal.gov","(334) 566-0177","www.troyal.gov"
"Trussville	P. O. Box 159 Trussville, AL 35173	(205) 655-7478	www.trussville.org	city@trussville.org","city@trussville.org","(205) 655-7478","www.trussville.org"
"Tuscaloosa	P. O. Box 2089 Tuscaloosa, AL 35403	(205) 248-5010	www.tuscaloosa.com	cityclerk@tuscaloosa.com","cityclerk@tuscaloosa.com","(205) 248-5010","www.tuscaloosa.com"
"Tuscumbia	P. O. Box 29 Tuscumbia, AL 35674	(256) 383-5463	cityoftuscumbia.org	leabraw@cityoftuscumbia.org","leabraw@cityoftuscumbia.org","(256) 383-5463",""
"Tuskegee	P. O. Box 830687 Tuskegee, AL 36083	(334) 720-0500	www.tuskegeealabama.gov	fclark@tuskegeealabama.gov","fclark@tuskegeealabama.gov","(334) 720-0500","www.tuskegeealabama.gov"
"Twin	6125 State Highway 253 Guin, AL 35563	(295) 468-0036		town029@centurytel.net","town029@centurytel.net","(295) 468-0036",""
"Union	7657 County Rd. 191 Eutaw, AL 35462	(205) 372-3498		uniontownhall@yahoo.com","uniontownhall@yahoo.com","(205) 372-3498",""
"Union Grove	P. O. Box 67 Union Grove, AL 35175	(256) 753-2210		ugub@charter.net","ugub@charter.net","(256) 753-2210",""
"Union Springs	P. O. Box 549 Union Springs, AL 36089	(334) 738-2720	www.unionspringsalabama.com	terronda@unionspringsal.gov","terronda@unionspringsal.gov","(334) 738-2720","www.unionspringsalabama.com"
"Uniontown	P. O. Box 1069 Uniontown, AL 36786	(334) 628-2011	www.uniontownal.org	cityofuniontown@gmail.com","cityofuniontown@gmail.com","(334) 628-2011","www.uniontownal.org"
"Valley	P. O. Box 186 Valley, AL 36854	(334) 756-5220	www.cityofvalley.com	ksnowden@cityofvalley.com","ksnowden@cityofvalley.com","(334) 756-5220","www.cityofvalley.com"
"Valley Grande	5914 Al. Highway 22 Valley Grande, AL 36701	(334) 872-0104	www.cityofvalleygrande.com	kimharris@cityofvalleygrande.com","kimharris@cityofvalleygrande.com","(334) 872-0104","www.cityofvalleygrande.com"
"Valley Head	P. O. Box 126 Valley Head, AL 35989	(256) 635-6814		vhtownhall@farmerstel.com","vhtownhall@farmerstel.com","(256) 635-6814",""
"Vance	17710 Vance Municipal Dr. Vance, AL 35490	(205) 553-8278	http://townofvance.weebly.com/	tburt@townofvance.com","tburt@townofvance.com","(205) 553-8278","http://townofvance.weebly.com"
"Vernon	P. O. Box 357 Vernon, AL 35592	(205) 695-7718		cityofvernon@hotmail.com","cityofvernon@hotmail.com","(205) 695-7718",""
"Vestavia Hills	1032 Montgomery Hwy Vestavia Hills, AL 35216	(205) 837-2861	www.vhal.org	rleavings@vhal.org","rleavings@vhal.org","(205) 837-2861","www.vhal.org"
"Vina	P. O. Box 6 Vina, AL 35593	(256) 356-4996	www.vinaalabama.org	townvina@yahoo.com","townvina@yahoo.com","(256) 356-4996","www.vinaalabama.org"
"Vincent	P. O. Box 49 Vincent, AL 35178	(205) 672-2261	https://www.cityofvincental.com	hthweatt@cityofvincental.com","hthweatt@cityofvincental.com","(205) 672-2261","https://www.cityofvincental.com"
"Vredenburgh	P. O. Box 285 Vredenburgh, AL 36481	(334) 337-4473		tanavrd09@gmail.com","tanavrd09@gmail.com","(334) 337-4473",""
"Wadley	P. O. Box 9 Wadley, AL 36276	(256) 395-2261		l.hopkins@wadleytownhall.org","l.hopkins@wadleytownhall.org","(256) 395-2261",""
"Waldo	39 Sorghum Lane Talladega, AL 35160	(256) 362-9313		waldowaterdept@outlook.com","waldowaterdept@outlook.com","(256) 362-9313",""
"Walnut Grove	P. O. Box 100 Walnut Grove, AL 35990	(205) 589-2553		walnutg@hopper.net","walnutg@hopper.net","(205) 589-2553",""
"Warrior	215 Main St. Warrior, AL 35180	(205) 647-0520	www.cityofwarrior.com	dmixon@cityofwarrior.com","dmixon@cityofwarrior.com","(205) 647-0520","www.cityofwarrior.com"
"Waterloo	P. O. Box 38 Waterloo, AL 35677	(256) 764-3237		TownofWaterlooAL@gmail.com","TownofWaterlooAL@gmail.com","(256) 764-3237",""
"Waverly	P. O. Box 115 Waverly, AL 36879	(334) 887-0999		waverlytownhall@bellsouth.net","waverlytownhall@bellsouth.net","(334) 887-0999",""
"Weaver	500 Anniston St. Weaver, AL 36277	(256) 820-1121	https://weaveral.gov/	CityClerk@WeaverAL.gov","CityClerk@WeaverAL.gov","(256) 820-1121","https://weaveral.gov"
"Webb	P. O. Box 127 Webb, AL 36376	(334) 792-0386		webbth@graceba.net","webbth@graceba.net","(334) 792-0386",""
"Wedowee	P. O. Box 270 Wedowee, AL 36278	(256) 357-2122		townofwedowee@aol.com","townofwedowee@aol.com","(256) 357-2122",""
"West Blocton	P. O. Box 187 West Blocton, AL 35184	(205) 938-7622		bfancher02@gmail.com","bfancher02@gmail.com","(205) 938-7622",""
"West Jefferson	P. O. Box 158 Quinton, AL 35130	(205) 674-3219	https://townofwestjefferson.com	wjtownclerk@yahoo.com","wjtownclerk@yahoo.com","(205) 674-3219","https://townofwestjefferson.com"
"West Point	P. O. Box 1641 Cullman, AL 35056	(256) 734-0006		townofwestpoint@gmail.com","townofwestpoint@gmail.com","(256) 734-0006",""
"Westover	P. O. Box 356 Westover, AL 35185	(205) 678-3375	www.westoveralabama.org	clerk@westoveralabama.org","clerk@westoveralabama.org","(205) 678-3375","www.westoveralabama.org"
"Wetumpka	P. O. Box 1180 Wetumpka, AL 36092	(334) 567-5147	cityofwetumpka.com	trobinson@cityofwetumpka.com","trobinson@cityofwetumpka.com","(334) 567-5147",""
"White Hall	989 Freedom Rd Lowndesboro, AL 36752	(334) 875-5703		townofwhitehall989@gmail.com","townofwhitehall989@gmail.com","(334) 875-5703",""
"Wilsonville	P. O. Box 70 Wilsonville, AL 35186	(205) 669-6180	www.wilsonvilleal.com	wilsonvilleclerk@bellsouth.net","wilsonvilleclerk@bellsouth.net","(205) 669-6180","www.wilsonvilleal.com"
"Wilton	P. O. Box 159 Wilton, AL 35187	(205) 665-2021	www.wiltonalabama.net	wiltontownhall@wilton-al.org","wiltontownhall@wilton-al.org","(205) 665-2021","www.wiltonalabama.net"
"Winfield	P. O. Drawer 1438 Winfield, AL 35594	(205) 487-4337	www.winfieldcity.org	cityclerk@winfieldcity.org","cityclerk@winfieldcity.org","(205) 487-4337","www.winfieldcity.org"
"Woodland	P. O. Box 156 Woodland, AL 36280	(256) 449-2222		townhall13@centurytel.net","townhall13@centurytel.net","(256) 449-2222",""
"Woodstock	28513 Highway 5 Woodstock, AL 35188	(205) 938-9790	www.townofwoodstockal.com	wtownclerktm@gmail.com","wtownclerktm@gmail.com","(205) 938-9790","www.townofwoodstockal.com"
"Woodville	P. O. Box 94 Woodville, AL 35776	(256) 776-2860	https://townofwoodville.net	woodvilletownhall@outlook.com","woodvilletownhall@outlook.com","(256) 776-2860","https://townofwoodville.net"
"Yellow Bluff	80 Park Avenue Pine Hill, AL 36769	(334) 963-4881		townofyellowbluff@gmail.com","townofyellowbluff@gmail.com","(334) 963-4881",""
"York	P. O. Box 37 York, AL 36925	(205) 708-1105	https://www.cityofyorkal.org/	yorkcityof@yahoo.com","yorkcityof@yahoo.com","(205) 708-1105","https://www.cityofyorkal.org"
